,open,high,low,close,adjclose,volume,ticker
2020-01-02,1341.550048828125,1368.1400146484375,1341.550048828125,1367.3699951171875,1367.3699951171875,1406600,GOOG
2020-01-03,1347.8599853515625,1372.5,1345.5439453125,1360.6600341796875,1360.6600341796875,1186400,GOOG
2020-01-06,1350.0,1396.5,1350.0,1394.2099609375,1394.2099609375,1732300,GOOG
2020-01-07,1397.93994140625,1402.989990234375,1390.3800048828125,1393.3399658203125,1393.3399658203125,1502700,GOOG
2020-01-08,1392.0799560546875,1411.5799560546875,1390.8399658203125,1404.3199462890625,1404.3199462890625,1528000,GOOG
2020-01-09,1420.5699462890625,1427.3299560546875,1410.27001953125,1419.8299560546875,1419.8299560546875,1500900,GOOG
2020-01-10,1427.56005859375,1434.928955078125,1418.3499755859375,1429.72998046875,1429.72998046875,1820700,GOOG
2020-01-13,1436.1300048828125,1440.52001953125,1426.02001953125,1439.22998046875,1439.22998046875,1652300,GOOG
2020-01-14,1439.010009765625,1441.800048828125,1428.3699951171875,1430.8800048828125,1430.8800048828125,1558900,GOOG
2020-01-15,1430.2099609375,1441.39501953125,1430.2099609375,1439.199951171875,1439.199951171875,1282700,GOOG
2020-01-16,1447.43994140625,1451.989990234375,1440.9200439453125,1451.699951171875,1451.699951171875,1173700,GOOG
2020-01-17,1462.9100341796875,1481.2950439453125,1458.219970703125,1480.3900146484375,1480.3900146484375,2396200,GOOG
2020-01-21,1479.1199951171875,1491.8499755859375,1471.199951171875,1484.4000244140625,1484.4000244140625,2036700,GOOG
2020-01-22,1491.0,1503.2139892578125,1484.9300537109375,1485.949951171875,1485.949951171875,1610800,GOOG
2020-01-23,1487.6400146484375,1495.52001953125,1482.0999755859375,1486.6500244140625,1486.6500244140625,1351200,GOOG
2020-01-24,1493.5899658203125,1495.4949951171875,1465.25,1466.7099609375,1466.7099609375,1784600,GOOG
2020-01-27,1431.0,1438.0699462890625,1421.199951171875,1433.9000244140625,1433.9000244140625,1755200,GOOG
2020-01-28,1443.0,1456.0,1432.469970703125,1452.56005859375,1452.56005859375,1577400,GOOG
2020-01-29,1458.800048828125,1465.4300537109375,1446.739990234375,1458.6300048828125,1458.6300048828125,1077700,GOOG
2020-01-30,1439.9599609375,1457.280029296875,1436.4000244140625,1455.8399658203125,1455.8399658203125,1339400,GOOG
2020-01-31,1468.9000244140625,1470.1300048828125,1428.530029296875,1434.22998046875,1434.22998046875,2417200,GOOG
2020-02-03,1462.0,1490.0,1458.989990234375,1485.93994140625,1485.93994140625,3055200,GOOG
2020-02-04,1457.0699462890625,1469.5,1426.300048828125,1447.0699462890625,1447.0699462890625,3933000,GOOG
2020-02-05,1462.4200439453125,1463.8399658203125,1430.56005859375,1448.22998046875,1448.22998046875,1986200,GOOG
2020-02-06,1450.3299560546875,1482.0,1449.5699462890625,1476.22998046875,1476.22998046875,1679400,GOOG
2020-02-07,1467.300048828125,1485.8399658203125,1466.3499755859375,1479.22998046875,1479.22998046875,1172300,GOOG
2020-02-10,1474.3199462890625,1509.5,1474.3199462890625,1508.6800537109375,1508.6800537109375,1419900,GOOG
2020-02-11,1511.81005859375,1529.6300048828125,1505.637939453125,1508.7900390625,1508.7900390625,1344600,GOOG
2020-02-12,1514.47998046875,1520.6949462890625,1508.1099853515625,1518.27001953125,1518.27001953125,1167600,GOOG
2020-02-13,1512.68994140625,1527.1800537109375,1504.5999755859375,1514.6600341796875,1514.6600341796875,929500,GOOG
2020-02-14,1515.5999755859375,1520.739990234375,1507.3399658203125,1520.739990234375,1520.739990234375,1197800,GOOG
2020-02-18,1515.0,1531.6300048828125,1512.5899658203125,1519.6700439453125,1519.6700439453125,1120700,GOOG
2020-02-19,1525.0699462890625,1532.10595703125,1521.4000244140625,1526.68994140625,1526.68994140625,949300,GOOG
2020-02-20,1522.0,1529.6400146484375,1506.8199462890625,1518.1500244140625,1518.1500244140625,1096600,GOOG
2020-02-21,1508.030029296875,1512.2149658203125,1480.43994140625,1485.1099853515625,1485.1099853515625,1731700,GOOG
